Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Workout_Intensity,Calories_per_Min,HRR,BMI_Category,Hydration_per_Kg
37,Female,73.0,1.66,186.0,134.0,66.0,0.98,625.0,Swimming,33.3,2.6,4,Intermediate,26.4,0.72,10.629,120.0,Overweight,0.036
61,Female,58.2,1.77,160.0,131.0,64.0,0.77,428.0,Running,22.9,2.3,4,Intermediate,18.5,0.819,9.264,96.0,Normal,0.04
28,Female,70.7,1.74,194.0,135.0,70.0,1.04,500.0,Boxing,24.4,2.1,4,Advanced,23.5,0.696,8.013,124.0,Normal,0.03
36,Male,93.9,1.81,191.0,131.0,70.0,0.84,520.0,Strength Training,24.0,2.6,5,Intermediate,28.8,0.686,10.317,121.0,Overweight,0.028
18,Female,54.8,1.65,205.0,152.0,77.0,0.5,200.0,Tennis,24.2,1.9,3,Beginner,20.0,0.741,6.667,128.0,Normal,0.035
22,Male,51.4,1.67,194.0,162.0,74.0,0.65,362.0,CrossFit,8.1,1.8,4,Advanced,18.5,0.835,9.282,120.0,Normal,0.035
38,Male,65.7,1.62,190.0,154.0,71.0,0.68,425.0,Running,17.9,2.1,5,Intermediate,25.1,0.811,10.417,119.0,Overweight,0.032
30,Male,87.1,1.65,193.0,135.0,62.0,1.04,600.0,Boxing,24.6,2.6,3,Advanced,31.9,0.699,9.615,131.0,Obese,0.03
34,Male,56.5,1.71,184.0,122.0,81.0,0.67,200.0,Pilates,15.7,1.8,5,Beginner,19.4,0.663,4.975,103.0,Normal,0.032
35,Female,60.1,1.77,184.0,124.0,74.0,0.89,360.0,Aerobics,24.0,2.1,3,Intermediate,19.2,0.674,6.742,110.0,Normal,0.035
35,Female,92.4,1.68,193.0,124.0,71.0,0.63,277.0,Yoga,40.0,2.8,4,Beginner,32.8,0.642,7.328,122.0,Obese,0.03
22,Female,83.0,1.7,188.0,162.0,71.0,0.57,487.0,HIIT,31.7,2.3,3,Beginner,28.6,0.862,14.24,117.0,Overweight,0.028
38,Male,77.7,1.76,190.0,145.0,70.0,0.89,695.0,HIIT,13.4,2.5,4,Advanced,25.0,0.763,13.015,120.0,Overweight,0.032
25,Male,88.7,1.75,190.0,143.0,78.0,0.66,462.0,Strength Training,27.1,2.7,4,Beginner,28.8,0.753,11.667,112.0,Overweight,0.03
45,Female,70.7,1.58,169.0,113.0,67.0,1.09,532.0,Strength Training,30.3,2.4,3,Advanced,28.3,0.669,8.135,102.0,Overweight,0.034
31,Male,99.2,1.89,195.0,136.0,65.0,0.67,456.0,Aerobics,25.9,2.9,2,Intermediate,27.8,0.697,11.343,130.0,Overweight,0.029
19,Male,70.0,1.85,208.0,124.0,63.0,1.09,329.0,Pilates,8.6,2.4,5,Advanced,20.5,0.596,5.031,145.0,Normal,0.034
40,Female,90.5,1.78,170.0,100.0,70.0,0.71,279.0,Yoga,30.3,2.8,4,Intermediate,28.6,0.588,6.549,100.0,Overweight,0.031
56,Male,59.7,1.73,160.0,141.0,71.0,0.55,375.0,CrossFit,17.2,1.8,2,Beginner,20.1,0.881,11.364,89.0,Normal,0.03
35,Female,48.9,1.54,184.0,132.0,69.0,0.53,200.0,Strength Training,29.3,1.8,2,Beginner,20.7,0.717,6.289,115.0,Normal,0.037
47,Female,65.9,1.67,164.0,111.0,73.0,0.95,399.0,Boxing,27.3,2.2,4,Advanced,23.5,0.677,7.0,91.0,Normal,0.033
42,Male,54.5,1.65,180.0,127.0,83.0,0.62,249.0,Running,14.9,2.1,5,Intermediate,20.0,0.706,6.694,97.0,Normal,0.039
24,Female,50.6,1.59,202.0,146.0,78.0,0.53,201.0,Strength Training,24.0,1.8,2,Beginner,19.9,0.723,6.321,124.0,Normal,0.036
38,Female,84.4,1.68,188.0,134.0,73.0,0.74,579.0,Swimming,32.8,2.3,4,Intermediate,30.1,0.713,13.041,115.0,Obese,0.027
46,Male,68.4,1.71,173.0,118.0,68.0,0.85,371.0,Running,17.8,2.2,5,Advanced,23.3,0.682,7.275,105.0,Normal,0.032
19,Female,60.4,1.73,198.0,139.0,72.0,0.67,271.0,Boxing,22.7,1.9,4,Intermediate,20.2,0.702,6.741,126.0,Normal,0.031
18,Male,57.4,1.76,204.0,162.0,70.0,0.67,426.0,HIIT,9.7,2.1,5,Intermediate,18.5,0.794,10.597,134.0,Normal,0.037
32,Female,64.3,1.67,180.0,125.0,63.0,0.7,286.0,Tennis,26.1,2.0,4,Intermediate,23.0,0.694,6.81,117.0,Normal,0.031
24,Female,49.2,1.63,195.0,134.0,74.0,0.61,200.0,Boxing,20.5,1.9,2,Intermediate,18.5,0.687,5.464,121.0,Normal,0.039
46,Male,86.3,1.88,177.0,127.0,74.0,0.5,338.0,Running,20.6,2.5,2,Beginner,24.4,0.718,11.267,103.0,Normal,0.029
57,Female,58.6,1.5,160.0,116.0,74.0,0.8,304.0,Aerobics,35.4,2.2,3,Intermediate,26.0,0.725,6.333,86.0,Overweight,0.038
41,Male,58.8,1.64,180.0,134.0,73.0,0.56,230.0,Soccer,17.1,1.9,2,Beginner,21.8,0.744,6.845,107.0,Normal,0.032
48,Female,63.0,1.66,168.0,135.0,71.0,0.59,410.0,CrossFit,32.3,2.2,4,Intermediate,23.0,0.804,11.582,97.0,Normal,0.035
34,Female,63.5,1.55,187.0,142.0,70.0,0.84,487.0,Cycling,32.9,2.3,2,Intermediate,26.6,0.759,9.663,117.0,Overweight,0.036
32,Male,113.8,1.83,197.0,153.0,73.0,0.78,773.0,Swimming,27.9,3.2,3,Intermediate,34.0,0.777,16.517,124.0,Obese,0.028
18,Male,92.8,1.8,195.0,143.0,75.0,0.72,484.0,Aerobics,25.1,2.5,2,Beginner,28.6,0.733,11.204,120.0,Overweight,0.027
35,Male,77.2,1.73,195.0,158.0,77.0,0.53,462.0,HIIT,24.1,2.1,2,Beginner,25.9,0.81,14.528,118.0,Overweight,0.027
24,Female,66.0,1.63,186.0,146.0,69.0,0.63,279.0,Soccer,30.6,2.4,5,Beginner,24.7,0.785,7.381,117.0,Normal,0.036
38,Female,66.7,1.71,181.0,150.0,72.0,0.81,519.0,Cycling,27.6,2.3,3,Beginner,22.8,0.829,10.679,109.0,Normal,0.034
29,Male,94.3,1.81,197.0,152.0,74.0,0.66,668.0,CrossFit,21.2,2.6,3,Intermediate,28.9,0.772,16.869,123.0,Overweight,0.028
40,Male,92.6,1.82,177.0,141.0,77.0,0.71,635.0,Rowing,24.4,2.9,2,Beginner,28.0,0.797,14.906,100.0,Overweight,0.031
45,Female,67.5,1.62,182.0,133.0,67.0,1.11,589.0,Tennis,29.9,2.2,5,Advanced,25.8,0.731,8.844,115.0,Overweight,0.033
37,Female,68.9,1.6,185.0,144.0,72.0,0.57,401.0,HIIT,35.4,2.3,2,Intermediate,26.9,0.778,11.725,113.0,Overweight,0.033
24,Female,61.9,1.57,200.0,157.0,74.0,0.6,267.0,Strength Training,29.2,2.0,3,Beginner,25.1,0.785,7.417,126.0,Overweight,0.032
47,Female,63.0,1.6,175.0,146.0,73.0,0.58,380.0,Cycling,29.8,1.9,3,Beginner,24.5,0.834,10.92,102.0,Normal,0.03
22,Female,93.5,1.77,192.0,150.0,71.0,0.69,432.0,Running,36.8,2.8,3,Beginner,29.7,0.781,10.435,121.0,Overweight,0.03
40,Female,79.3,1.72,190.0,140.0,80.0,0.59,323.0,Soccer,32.9,2.2,3,Beginner,26.9,0.737,9.124,110.0,Overweight,0.028
27,Male,66.0,1.61,186.0,114.0,67.0,1.04,308.0,Yoga,13.4,2.4,5,Advanced,25.4,0.613,4.936,119.0,Overweight,0.036
27,Male,76.9,1.81,188.0,116.0,76.0,0.68,292.0,Walking,16.4,2.6,2,Beginner,23.4,0.617,7.157,112.0,Normal,0.034
18,Female,63.4,1.58,209.0,162.0,62.0,0.56,280.0,Strength Training,30.3,2.1,2,Beginner,25.6,0.775,8.333,147.0,Overweight,0.033
18,Non-binary,52.6,1.61,209.0,155.0,80.0,0.64,240.0,Aerobics,19.3,2.0,3,Beginner,20.3,0.742,6.25,129.0,Normal,0.038
37,Female,58.5,1.67,176.0,119.0,65.0,0.78,298.0,Tennis,27.2,1.9,3,Intermediate,21.0,0.676,6.368,111.0,Normal,0.032
59,Male,75.5,1.79,160.0,100.0,67.0,0.96,383.0,Yoga,13.1,2.5,5,Advanced,23.5,0.625,6.649,93.0,Normal,0.033
26,Male,82.9,1.84,185.0,127.0,66.0,0.87,472.0,Soccer,14.8,2.7,5,Advanced,24.4,0.686,9.042,119.0,Normal,0.033
31,Female,55.4,1.71,180.0,104.0,73.0,0.78,230.0,Walking,20.6,2.0,3,Intermediate,19.0,0.578,4.915,107.0,Normal,0.036
31,Female,64.3,1.53,183.0,117.0,76.0,0.52,200.0,Yoga,33.8,2.1,4,Beginner,27.4,0.639,6.41,107.0,Overweight,0.033
44,Non-binary,64.8,1.62,186.0,128.0,71.0,0.71,343.0,Soccer,25.2,2.2,2,Intermediate,25.1,0.688,8.052,115.0,Overweight,0.034
51,Female,79.1,1.78,160.0,133.0,70.0,0.65,512.0,HIIT,26.5,2.5,5,Advanced,25.1,0.831,13.128,90.0,Overweight,0.032
18,Female,74.1,1.66,209.0,131.0,76.0,0.57,220.0,Walking,31.0,2.3,3,Beginner,26.9,0.627,6.433,133.0,Overweight,0.031
37,Male,85.6,1.8,182.0,131.0,67.0,0.81,672.0,Swimming,21.0,2.7,3,Intermediate,26.5,0.72,13.827,115.0,Overweight,0.032
21,Female,60.8,1.6,207.0,170.0,76.0,0.5,328.0,HIIT,31.5,2.1,2,Beginner,23.8,0.821,10.933,131.0,Normal,0.035
33,Male,65.4,1.77,184.0,118.0,75.0,0.52,200.0,Pilates,16.6,2.2,2,Beginner,20.8,0.641,6.41,109.0,Normal,0.034
38,Female,75.0,1.71,173.0,141.0,78.0,0.83,597.0,Cycling,32.6,2.5,4,Beginner,25.6,0.815,11.988,95.0,Overweight,0.033
40,Female,61.2,1.63,180.0,104.0,68.0,0.98,329.0,Walking,21.1,2.0,4,Advanced,23.1,0.578,5.595,112.0,Normal,0.033
38,Male,104.9,1.84,184.0,146.0,75.0,0.79,758.0,Cycling,25.0,2.9,4,Beginner,30.9,0.793,15.992,109.0,Obese,0.028
63,Male,64.2,1.73,163.0,117.0,68.0,0.94,454.0,Running,15.3,2.4,5,Advanced,21.4,0.718,8.05,95.0,Normal,0.037
46,Male,81.1,1.73,168.0,130.0,84.0,0.51,330.0,Running,24.4,2.6,3,Beginner,27.1,0.774,10.784,84.0,Overweight,0.032
50,Female,59.4,1.65,175.0,129.0,74.0,1.01,571.0,Cycling,27.0,2.0,3,Intermediate,21.8,0.737,9.422,101.0,Normal,0.034
30,Female,65.6,1.57,184.0,126.0,69.0,0.6,298.0,Tennis,27.3,2.1,4,Intermediate,26.6,0.685,8.278,115.0,Overweight,0.032
18,Male,61.0,1.59,208.0,165.0,78.0,0.72,429.0,Swimming,20.8,2.2,2,Beginner,24.1,0.793,9.931,130.0,Normal,0.036
24,Female,70.9,1.58,205.0,134.0,71.0,0.53,222.0,Walking,35.1,2.0,2,Beginner,28.4,0.654,6.981,134.0,Overweight,0.028
41,Male,77.4,1.8,173.0,127.0,70.0,0.94,643.0,Cycling,18.7,2.4,4,Intermediate,23.9,0.734,11.401,103.0,Normal,0.031
50,Female,56.8,1.59,173.0,126.0,61.0,0.61,243.0,Aerobics,28.2,2.1,3,Intermediate,22.4,0.728,6.639,112.0,Normal,0.037
26,Male,79.0,1.84,187.0,108.0,62.0,0.67,284.0,Walking,17.3,2.3,4,Intermediate,23.2,0.578,7.065,125.0,Normal,0.029
35,Female,69.6,1.59,188.0,133.0,75.0,0.69,370.0,Running,36.2,2.1,3,Intermediate,27.6,0.707,8.937,113.0,Overweight,0.03
51,Male,62.5,1.79,170.0,122.0,75.0,0.64,287.0,Aerobics,17.2,2.1,5,Intermediate,19.6,0.718,7.474,95.0,Normal,0.034
22,Non-binary,68.9,1.5,199.0,132.0,73.0,0.5,200.0,Walking,32.9,2.1,3,Beginner,30.6,0.663,6.667,126.0,Obese,0.03
44,Female,84.7,1.57,166.0,139.0,64.0,0.63,512.0,HIIT,40.0,2.7,3,Advanced,34.3,0.837,13.545,102.0,Obese,0.032
31,Male,89.0,1.91,199.0,163.0,79.0,0.5,545.0,CrossFit,29.2,3.0,3,Beginner,31.4,0.819,18.167,120.0,Obese,0.034
48,Male,77.4,1.82,163.0,100.0,63.0,0.77,343.0,Walking,18.2,2.6,3,Intermediate,23.5,0.613,7.424,100.0,Normal,0.034
25,Male,82.7,1.75,200.0,140.0,64.0,1.16,705.0,Tennis,18.4,2.6,4,Advanced,26.9,0.7,10.129,136.0,Overweight,0.031
25,Female,84.6,1.65,195.0,127.0,65.0,0.58,279.0,Walking,35.0,2.5,3,Beginner,31.0,0.651,8.017,130.0,Obese,0.03
44,Male,94.9,1.83,173.0,134.0,73.0,0.67,476.0,Running,27.5,2.9,4,Beginner,25.1,0.775,11.841,100.0,Overweight,0.031
26,Male,92.1,1.66,202.0,135.0,78.0,0.67,300.0,Yoga,31.5,2.9,5,Beginner,33.3,0.668,7.463,124.0,Obese,0.031
30,Female,68.6,1.56,189.0,136.0,70.0,0.54,263.0,Strength Training,32.7,2.1,2,Beginner,28.2,0.72,8.117,119.0,Overweight,0.031
30,Female,58.9,1.62,192.0,160.0,75.0,0.5,322.0,HIIT,27.3,1.9,3,Beginner,22.3,0.833,10.733,117.0,Normal,0.032
39,Male,79.6,1.66,187.0,122.0,71.0,0.62,236.0,Yoga,29.5,2.4,3,Beginner,29.0,0.652,6.344,116.0,Overweight,0.03
58,Male,72.7,1.79,165.0,122.0,78.0,0.61,326.0,Soccer,22.1,2.3,4,Beginner,22.8,0.739,8.907,87.0,Normal,0.032
29,Female,65.0,1.66,192.0,136.0,67.0,0.81,389.0,Strength Training,32.9,2.1,3,Intermediate,23.6,0.708,8.004,125.0,Normal,0.032
28,Male,99.7,1.86,193.0,154.0,69.0,0.5,495.0,HIIT,25.3,2.6,4,Intermediate,28.9,0.798,16.5,124.0,Overweight,0.026
36,Male,67.0,1.78,185.0,143.0,74.0,0.65,370.0,Cycling,20.8,2.0,3,Beginner,21.1,0.773,9.487,111.0,Normal,0.03
45,Female,55.1,1.73,173.0,136.0,78.0,0.52,228.0,Soccer,26.5,1.9,3,Beginner,18.5,0.786,7.308,95.0,Normal,0.034
46,Non-binary,57.9,1.56,177.0,110.0,79.0,0.7,200.0,Yoga,21.4,2.0,2,Beginner,23.7,0.621,4.762,98.0,Normal,0.035
26,Female,71.0,1.7,203.0,137.0,79.0,0.55,200.0,Pilates,29.3,2.1,3,Beginner,24.5,0.675,6.061,124.0,Normal,0.03
42,Female,84.9,1.56,176.0,129.0,73.0,1.01,559.0,Tennis,37.8,2.9,4,Advanced,35.0,0.733,9.224,103.0,Obese,0.034
19,Male,63.8,1.55,192.0,115.0,60.0,0.75,217.0,Yoga,20.8,2.0,2,Intermediate,26.5,0.599,4.822,132.0,Overweight,0.031
21,Male,77.1,1.79,209.0,160.0,62.0,0.99,730.0,Running,11.6,2.7,4,Advanced,24.1,0.766,12.29,147.0,Normal,0.035
20,Male,74.4,1.76,198.0,150.0,74.0,0.61,312.0,Strength Training,21.2,2.5,2,Beginner,23.9,0.758,8.525,124.0,Normal,0.034
28,Male,88.6,1.69,185.0,150.0,74.0,0.81,678.0,Running,27.2,2.5,3,Beginner,30.9,0.811,13.951,111.0,Obese,0.028
35,Female,65.7,1.59,179.0,119.0,68.0,0.85,361.0,Soccer,30.6,2.0,4,Advanced,25.9,0.665,7.078,111.0,Overweight,0.03
43,Male,108.8,1.79,175.0,152.0,87.0,0.5,539.0,HIIT,24.3,3.1,2,Beginner,33.8,0.869,17.967,88.0,Obese,0.028
37,Male,72.9,1.72,177.0,125.0,61.0,0.96,449.0,Aerobics,17.9,2.5,5,Advanced,24.6,0.706,7.795,116.0,Normal,0.034
27,Non-binary,75.0,1.67,203.0,155.0,74.0,0.62,456.0,CrossFit,28.1,2.5,4,Intermediate,27.0,0.764,12.258,129.0,Overweight,0.033
47,Female,59.2,1.62,168.0,149.0,69.0,0.57,369.0,HIIT,29.3,2.0,4,Beginner,22.6,0.887,10.789,99.0,Normal,0.034
37,Male,98.5,1.88,191.0,139.0,70.0,0.71,507.0,Strength Training,24.6,3.1,5,Beginner,27.9,0.728,11.901,121.0,Overweight,0.031
39,Male,65.6,1.7,184.0,118.0,73.0,0.62,200.0,Yoga,20.5,2.2,4,Beginner,22.6,0.641,5.376,111.0,Normal,0.034
27,Male,80.3,1.74,203.0,155.0,72.0,0.66,426.0,Soccer,21.8,2.5,2,Beginner,26.6,0.764,10.758,131.0,Overweight,0.031
59,Male,76.7,1.68,160.0,139.0,79.0,0.54,400.0,CrossFit,28.5,2.4,3,Beginner,27.2,0.869,12.346,81.0,Overweight,0.031
32,Male,61.9,1.83,180.0,114.0,85.0,0.54,200.0,Pilates,10.9,2.1,5,Beginner,18.5,0.633,6.173,95.0,Normal,0.034
25,Female,50.6,1.65,203.0,158.0,77.0,0.78,351.0,Cycling,22.1,1.9,3,Intermediate,18.5,0.778,7.5,126.0,Normal,0.038
18,Female,59.4,1.68,203.0,158.0,73.0,0.92,508.0,Swimming,22.8,1.9,3,Intermediate,21.1,0.778,9.203,130.0,Normal,0.032
27,Male,89.9,1.84,189.0,134.0,79.0,0.76,441.0,Boxing,23.4,2.7,4,Intermediate,26.6,0.709,9.671,110.0,Overweight,0.03
52,Female,93.2,1.74,164.0,128.0,72.0,0.55,359.0,Running,40.0,2.7,5,Beginner,30.9,0.78,10.879,92.0,Obese,0.029
34,Female,85.0,1.64,181.0,152.0,69.0,0.52,499.0,HIIT,40.0,2.6,4,Beginner,31.6,0.84,15.994,112.0,Obese,0.031
38,Male,75.6,1.93,176.0,127.0,72.0,0.75,400.0,Soccer,9.9,2.1,3,Intermediate,20.2,0.722,8.889,104.0,Normal,0.028
41,Male,74.9,1.79,172.0,126.0,76.0,0.66,390.0,Boxing,19.0,2.3,2,Beginner,23.3,0.733,9.848,96.0,Normal,0.031
56,Male,72.7,1.91,160.0,127.0,68.0,0.74,392.0,Running,12.9,2.5,2,Intermediate,19.9,0.794,8.829,92.0,Normal,0.034
19,Male,93.8,1.9,209.0,170.0,74.0,0.71,763.0,Running,21.3,2.8,2,Beginner,25.9,0.813,17.911,135.0,Overweight,0.03
35,Male,82.8,1.81,182.0,110.0,72.0,0.77,285.0,Yoga,22.5,2.3,4,Intermediate,25.1,0.604,6.169,110.0,Overweight,0.028
22,Female,81.8,1.74,205.0,149.0,72.0,0.5,307.0,Tennis,34.0,2.3,3,Beginner,26.9,0.727,10.233,133.0,Overweight,0.028
35,Male,91.9,1.85,184.0,136.0,64.0,0.5,308.0,Tennis,21.8,2.5,2,Beginner,26.8,0.739,10.267,120.0,Overweight,0.027
34,Non-binary,61.5,1.72,186.0,127.0,75.0,0.68,293.0,Running,17.2,2.1,5,Intermediate,20.9,0.683,7.181,111.0,Normal,0.034
47,Female,59.9,1.62,168.0,101.0,71.0,0.8,236.0,Walking,27.0,2.1,4,Intermediate,22.8,0.601,4.917,97.0,Normal,0.035
40,Male,92.0,1.84,190.0,146.0,78.0,0.57,369.0,Tennis,24.1,2.7,4,Beginner,27.2,0.768,10.789,112.0,Overweight,0.029
40,Female,53.0,1.69,184.0,124.0,67.0,1.11,428.0,Aerobics,17.0,2.1,5,Advanced,18.5,0.674,6.426,117.0,Normal,0.04
26,Female,62.8,1.59,198.0,142.0,73.0,0.78,432.0,Rowing,29.3,2.2,3,Intermediate,24.9,0.717,9.231,125.0,Normal,0.035
42,Female,80.2,1.75,185.0,110.0,71.0,0.85,334.0,Pilates,30.2,2.6,5,Intermediate,26.1,0.595,6.549,114.0,Overweight,0.032
28,Male,68.9,1.85,183.0,140.0,63.0,0.68,424.0,Rowing,12.2,2.0,4,Intermediate,20.1,0.765,10.392,120.0,Normal,0.029
20,Female,71.0,1.63,195.0,151.0,81.0,0.69,351.0,Running,24.3,2.4,5,Beginner,26.6,0.774,8.478,114.0,Overweight,0.034
43,Female,68.3,1.73,187.0,114.0,69.0,0.63,222.0,Pilates,27.7,2.3,3,Intermediate,22.8,0.61,5.873,118.0,Normal,0.034
29,Female,93.6,1.77,192.0,136.0,60.0,0.97,585.0,Soccer,34.7,3.0,5,Advanced,29.9,0.708,10.052,132.0,Overweight,0.032
28,Non-binary,57.0,1.74,186.0,137.0,75.0,0.64,245.0,Strength Training,18.1,1.9,2,Beginner,18.9,0.737,6.38,111.0,Normal,0.033
35,Male,84.6,1.68,177.0,132.0,76.0,0.76,484.0,Strength Training,25.9,2.5,3,Beginner,30.0,0.746,10.614,101.0,Obese,0.03
40,Female,70.8,1.61,185.0,141.0,71.0,0.82,496.0,Cycling,36.1,2.4,3,Beginner,27.5,0.762,10.081,114.0,Overweight,0.034
18,Female,60.7,1.59,209.0,160.0,76.0,0.79,470.0,Swimming,30.4,2.3,3,Beginner,24.1,0.766,9.916,133.0,Normal,0.038
36,Male,73.9,1.62,190.0,121.0,78.0,0.61,241.0,Walking,24.0,2.2,2,Beginner,28.1,0.637,6.585,112.0,Overweight,0.03
18,Female,63.5,1.57,207.0,154.0,72.0,0.95,544.0,Swimming,25.1,2.2,3,Intermediate,25.9,0.744,9.544,135.0,Overweight,0.035
32,Male,90.7,1.89,184.0,117.0,76.0,0.51,242.0,Yoga,21.3,2.6,2,Beginner,25.3,0.636,7.908,108.0,Overweight,0.029
39,Female,75.3,1.72,184.0,123.0,69.0,0.54,200.0,Pilates,35.1,2.2,2,Beginner,25.6,0.668,6.173,115.0,Overweight,0.029
34,Male,78.4,1.79,176.0,132.0,76.0,0.59,320.0,Tennis,20.1,2.3,4,Beginner,24.4,0.75,9.04,100.0,Normal,0.029
18,Male,61.3,1.68,200.0,170.0,64.0,0.62,362.0,Running,19.0,2.3,2,Beginner,21.8,0.85,9.731,136.0,Normal,0.038
43,Female,54.2,1.64,185.0,110.0,77.0,0.7,200.0,Pilates,24.9,2.1,3,Intermediate,20.0,0.595,4.762,108.0,Normal,0.039
42,Female,74.8,1.68,181.0,142.0,68.0,0.53,278.0,Running,35.2,2.5,3,Beginner,26.6,0.785,8.742,113.0,Overweight,0.033
36,Male,81.5,1.86,181.0,129.0,61.0,0.84,613.0,Rowing,11.8,2.3,4,Advanced,23.6,0.713,12.163,120.0,Normal,0.028
28,Female,74.6,1.68,199.0,154.0,75.0,0.5,377.0,CrossFit,29.1,2.3,3,Intermediate,26.4,0.774,12.567,124.0,Overweight,0.031
27,Male,113.6,1.84,195.0,136.0,67.0,0.88,670.0,Running,28.9,3.1,5,Intermediate,33.7,0.697,12.689,128.0,Obese,0.027
20,Female,45.7,1.57,191.0,154.0,60.0,0.72,355.0,CrossFit,15.7,1.6,4,Advanced,18.5,0.806,8.218,131.0,Normal,0.035
36,Female,74.2,1.63,186.0,126.0,67.0,0.8,410.0,Aerobics,32.9,2.6,3,Intermediate,27.9,0.677,8.542,119.0,Overweight,0.035
48,Female,73.7,1.59,181.0,132.0,63.0,0.89,576.0,Cycling,36.2,2.6,2,Intermediate,29.0,0.729,10.787,118.0,Overweight,0.035
20,Non-binary,53.1,1.64,204.0,164.0,72.0,0.7,335.0,Swimming,19.3,2.1,3,Beginner,19.7,0.804,7.976,132.0,Normal,0.04
24,Male,81.4,1.76,205.0,144.0,63.0,0.93,539.0,Boxing,17.1,2.7,2,Beginner,26.3,0.702,9.659,142.0,Overweight,0.033
35,Male,58.8,1.58,179.0,144.0,66.0,0.9,516.0,CrossFit,11.9,2.2,3,Advanced,23.4,0.804,9.556,113.0,Normal,0.037
19,Female,68.5,1.57,210.0,168.0,72.0,0.53,377.0,HIIT,34.7,2.1,2,Intermediate,27.8,0.8,11.855,138.0,Overweight,0.031
25,Male,88.1,1.8,198.0,135.0,64.0,0.7,444.0,Soccer,23.7,2.5,4,Intermediate,27.1,0.682,10.571,134.0,Overweight,0.028
51,Female,68.3,1.6,160.0,130.0,77.0,0.52,305.0,Rowing,34.6,2.0,4,Beginner,26.6,0.812,9.776,83.0,Overweight,0.029
18,Male,92.5,1.82,192.0,148.0,73.0,0.84,706.0,Swimming,21.2,2.9,3,Beginner,27.8,0.771,14.008,119.0,Overweight,0.031
40,Non-binary,69.0,1.73,179.0,123.0,64.0,0.84,403.0,Aerobics,21.3,2.5,4,Advanced,23.0,0.687,7.996,115.0,Normal,0.036
45,Male,63.9,1.86,176.0,102.0,69.0,0.75,210.0,Pilates,15.8,1.9,5,Intermediate,18.5,0.58,4.667,107.0,Normal,0.03
21,Male,59.4,1.79,198.0,126.0,72.0,0.66,200.0,Pilates,10.5,2.1,3,Beginner,18.5,0.636,5.051,126.0,Normal,0.035
34,Female,87.5,1.75,196.0,119.0,56.0,1.11,471.0,Yoga,28.9,2.6,4,Advanced,28.6,0.607,7.072,140.0,Overweight,0.03
40,Male,72.2,1.73,175.0,132.0,71.0,0.73,464.0,Rowing,21.0,2.5,4,Intermediate,24.1,0.754,10.594,104.0,Normal,0.035
29,Female,58.6,1.72,191.0,142.0,74.0,0.7,299.0,Tennis,26.4,2.1,2,Beginner,19.7,0.743,7.119,117.0,Normal,0.036
65,Male,77.3,1.67,160.0,125.0,64.0,0.54,408.0,HIIT,26.9,2.6,4,Intermediate,27.7,0.781,12.593,96.0,Overweight,0.034
24,Female,57.9,1.6,203.0,162.0,67.0,0.81,447.0,Swimming,27.0,2.3,5,Beginner,22.5,0.798,9.198,136.0,Normal,0.04
25,Male,68.7,1.65,201.0,150.0,72.0,0.73,489.0,Swimming,18.0,2.2,4,Intermediate,25.4,0.746,11.164,129.0,Overweight,0.032
40,Female,62.1,1.6,179.0,142.0,64.0,0.67,448.0,CrossFit,28.5,2.3,3,Intermediate,24.3,0.793,11.144,115.0,Normal,0.037
42,Male,72.1,1.83,173.0,143.0,63.0,0.54,402.0,HIIT,18.6,2.3,4,Intermediate,21.4,0.827,12.407,110.0,Normal,0.032
21,Non-binary,83.1,1.74,208.0,170.0,71.0,0.73,586.0,Swimming,27.1,2.4,5,Beginner,27.4,0.817,13.379,137.0,Overweight,0.029
18,Female,62.7,1.66,201.0,167.0,71.0,0.96,669.0,Running,22.5,2.2,4,Intermediate,22.8,0.831,11.615,130.0,Normal,0.035
56,Female,93.0,1.67,170.0,121.0,63.0,0.78,533.0,Running,40.0,2.5,5,Intermediate,33.3,0.712,11.389,107.0,Obese,0.027
58,Female,55.4,1.66,163.0,133.0,67.0,0.97,572.0,Running,24.7,2.3,5,Intermediate,20.2,0.816,9.828,96.0,Normal,0.042
36,Female,55.4,1.61,189.0,138.0,65.0,1.11,442.0,Running,21.3,2.2,5,Advanced,21.3,0.73,6.637,124.0,Normal,0.04
40,Female,83.2,1.81,182.0,126.0,72.0,0.61,354.0,Boxing,29.2,2.6,5,Intermediate,25.4,0.692,9.672,110.0,Overweight,0.031
31,Female,56.2,1.66,198.0,123.0,81.0,0.5,200.0,Yoga,26.2,2.0,5,Beginner,20.4,0.621,6.667,117.0,Normal,0.036
18,Male,93.8,1.83,199.0,144.0,66.0,0.81,536.0,Running,19.7,2.9,4,Intermediate,28.1,0.724,11.029,133.0,Overweight,0.031
21,Male,62.6,1.78,198.0,145.0,71.0,0.6,251.0,Strength Training,14.5,2.3,5,Beginner,19.8,0.732,6.972,127.0,Normal,0.037
18,Female,45.0,1.53,210.0,170.0,69.0,0.58,266.0,Swimming,23.9,1.7,2,Beginner,18.6,0.81,7.644,141.0,Normal,0.038
